date,AXON,CEG,EVO,FIVE,HWM,MBLY,NFE,NVDA,NYCB,PLTR,QXO,SEDG,SGML,TBIL,TDOC,TPL,TRGP,UAL,VST,WOLF,SP500,AMZN,INTC,JNJ,JPM,KO,META,NFLX,PG,TSLA,XOM
2023-12-28,"258,5899963","116,3024979","11,84000015","213,8399963","53,9452","43,84000015","37,64810181","49,50796509","30,7863636","17,55999947","102,9705887","96,73","31,78000069","0,0525","22,10000038","522,0337524","84,4410553","41,97000122","38,49452972","45,47000122","4783,350098","154,7799988","47,58273315","158,7478485","167,1671143","57,8045578","380,3271484","485,7099915","145,1795044","208,8000031","94,39561462"
2023-12-29,"258,3299866","116,0840073","11,72999954","213,1600037","53,9552","43,31999969","37,0974884","49,50796509","30,22500038","17,17000008","114,0340958","93,6","31,53000069","0,052","21,54999924","513,6484985","84,94955444","41,26","38,19704437","43,51","4769,830078","156,0200043","48,24387741","156,1487732","166,0664978","58,0762558","383,7341919","492,1900024","151,1885376","209,1399994","95,45832062"
2024-01-02,"251,6300049","114,4553","11,39999962","215,5099945","53,56633377","41,34000015","36,58620453","48,15434647","30,75681877","16,57999992","107,7692184","91,69999695","30,23999977","0,0522","21,93000031","524,1537476","84,50950623","40,72000122","37,75081635","43,24","4742,830078","156,8699951","48,44123459","155,3182526","167,5503693","57,16411591","389,2132263","544,8699951","149,3622742","207,8300018","97,10600281"
2024-01-03,"247,4299927","115,0511856","10,51000023","204,6900024","52,59928894","39,72000122","36,14374924","47,5555191","30,22500038","16,09000015","101,5709839","86,44000244","29,57999992","0,0524","21,23999977","521,2039795","85,81010437","39,52999878","37,85989761","40,56000137","4704,810059","157,75","48,89515686","155,9044952","169,9481506","57,40670776","391,6837769",562,"152,7988129","182,6300049","99,57264709"
2024-01-04,"244,9299927","114,5645599","9,600000381","204,9600067","52,43978119","29,96999931","35,681633","47,98439789","30,19545555","16,25","123,2981186","82,80000305","29,27000046","0,0524","21,36000061","506,4783936","84,34326935","40,47000122","38,07805252","39,58000183","4688,680176","159,1199951","43,07312775","155,8458862","169,2995758","57,61048126","392,6401672","570,4199829","153,3094025","183,25","100,4208603"
2024-01-05,"244,2100067","115,4384995","9,739999771","200,8399963","53,6660347","30,48999977","35,779953","49,08308029","30,90454483","15,97999954","146,4914856","79,58000183","29,67000008","0,0524","21,39999962","508,03","83,89344025","41,76","38,26646042","40,81999969","4697,240234","161,2599945","43,2606163","155,7090759","169,7417755","57,95981216","399,4939575","575,789978","153,3290253","190,9299927","100,5476074"
2024-01-08,"251,6100006","116,2230453","10,05000019","192,8800049","53,92523956","31,43000031","35,79962158","52,23818588","31,28863907","16,67000008","126,4305496","78,54000092","28,94000053","0,0525","22,03000069","501,9934","82,48526764","42,91999817","38,81184769","41,70999908","4763,540039",159,"42,35277557","155,1325989","173,2205353","58,12477875","398,5375977","562,8499756","154,6349335","191,5899963","102,2245331"
2024-01-09,"249,1000061","115,6868","9,779999733","191,0099945","53,5464","31,88999939","36,48788071","53,12493896","30,90454483","16,38999939","120,1656799","77,22000122","28,26000023","0,0524","21,80999947","500,4092","81,75184631","43,54000092","39,25807571","40,02999878","4756,5","155,1999969","42,51066208","155,259613","171,3435822","57,72693253","388,6553955","564,1099854","154,2912598","187,2899933","100,2356186"
2024-01-10,"249,0200043","115,0511856","9,479999542","191,7299957","55,40073395","30,62","35,79962158","54,33459091","31,11136627","16,79000092","109,7019958","81,01000214","27,45999908","0,0523","21,79999924","493,9969482","81,95720673","44,26","38,13754654","36,18999863","4783,450195","159,2799988","42,78696442","154,7319946","170,7244873","59,17276764","393,27771","567,5100098","156,294281","188,8600006","99,82613373"
2024-01-11,"249,5399933","112,1314545","9,210000038","190,0500031","55,34091568","31,03000069","34,88521194","54,80646133","29,98863792","16,68000031","105,5031967","77,62000275","26,06999969","0,0523","20,80999947","492,7328186","81,39","44,51","38,54410934","34,52000046","4780,240234","171,8099976","42,03699875","153,0220795","171,7071838","58,74581146","473,1824646","564,6400146","155,2240448","187,9100037","99,41666412"
2024-01-12,"250,6900024","112,1314545","9,09","190,5899963","55,37082672","30,06999969","35,20967865","54,69448853","29,54545593","16,76000023","100,437973","74,23999786","26,20000076","0,0522","20,87","500,180542","81,96698761","39,77999878","38,89117813","33,86000061","4783,830078","170,3099976","42,20475769","152,2306366","171,4811707","58,26062775","457,6617432","562,0599976","155,3418884","181,0599976","99,00717926"
2024-01-16,"249,4700012","111,0390396","8,329999924","190,0099945","53,49655151","29,79000092","34,76721954","56,3660202","29,01363945","16,53000069","89,50776672","72,83000183","26,38","0,0522","20,19000053","481,8616943","80,70550537","38,93000031","38,99033737","32,72999954","4765,97998","169,1499939","42,29877853","154,438858","172,0707855","58,16358948","452,989624","555,8800049","156,0782776","185,1000061","99,68964386"
2024-01-17,"250,5099945","111,1482773","8,06","189,2599945","53,40682602","28,38","34,3346","56,03711319","28,92500114","16,38999939","83,37618256","68,22000122","25,87","0,0524","19,44000053","480,6400452","79,6885","37,88000107","39,38698578","31,48999977","4739,209961","170,5299988","42,33836365","154,3606873","172,3950653","58,21210861","467,803009","559,2999878","156,2353668","187,5800018","99,66040039"
2024-01-18,"254,1000061","110,6417999","7,97","188,8800049","55,02188873","28,06999969","32,80075073","57,09081268","29,04318237","16,39999962","90,9074","69,27","24,71999931","0,0522","19,85000038","484,8767395","80,76416779","39,77000046","39,07958221","31,89999962","4780,939941","169,8399963","42,06125641","152,8168945","171,7759857","58,05685425","468,2114868","558,5300293","155,7640686","189,5599976","101,3665771"
2024-01-19,"256,7900085","113,6608353","7,840000153","186,7200012","55,57021713","28,34000015","31,83717918","59,47414017","29,45681953","16,78000069","93,24003601","69,11000061","24,01000023","0,0522","20,23999977","485,9514","80,66638947","38,81999969","39,83320618","32,38999939","4839,810059","174,4499969","42,86289215","153,1686401","171,9823456","57,79485321","466,3286438","561,3200073","154,5661926","193,5700073","99,2216568"
2024-01-22,"259,6600037","116,4018021","8,31","187,1499939","55,89920807","28,88999939","32,45661545","59,6371","30,04772758","17,60000038","93,30667877","71,85","23,61000061","0,0522","20,94000053","486,3858643","81,95720673","38,45000076","39,6349","34,66999817","4850,430176","172,3399963","43,57545853","154,2336884","172,7488556","57,93070221","467,1156616","557,8499756","154,2618103","188,1300049","100,5866165"
2024-01-23,"255,0099945","117,8716049","8,239999771","188,2100067","56,25811386","28,43000031","32,8204155","59,85603333","30,28409195","17,32999992","101,970871","71,83999634","23,30999947","0,0521","20,73999977","486,9967346","81,39","40,49","39,51589203","36,59000015","4864,600098","168,6399994","42,71443939","152,8852997","171,2453003","57,59107208","458,3690491","554,5200195","153,4370422","184,0200043","99,72066498"
2024-01-24,"251,2400055","114,8724213","8,170000076","186,3300018","56,16838837","27,62","32,57460403","61,34460831","30,46136665","16,75","97,97201538","70,19999695","22,77000046","0,0521","20,19000053","491,7756958","82,12345123","40,84000015","38,90109253","35,91999817","4868,549805","170,9799957","43,73380661","152,1720123","172,9847107","57,53285599","471,4789734","579,3300171","152,8086395","188,7100067","99,22865295"
2024-01-25,"252,6999969","119,7187729","7,829999924","191,8000031","55,10164642","27,95000076","32,5451088","61,59953308","30,16591072","16,45999908","91,57384491","70,44000244","22,64999962","0,0521","20,35000038","488,1596375","84,08900452","42,95999908","40,09103394","34,22999954","4894,160156","169,8000031","43,59525299","154,3020782","176,758255","57,63959503","482,1880798","593,460022","154,16362","200,4499969","102,0724792"
2024-01-26,"251,3600006","120,4337997","7,900000095","190,1600037","55,26115799","28,38","32,68276596","61,01370239","30,7863636","16,35000038","91,8404","68,83999634","22,72999954","0,0521","20,20999908","486,2879333","84,89087677","42,54999924","40,43809509","34,09000015","4890,970215","169,5099945","43,06082916","154,1248627","175,9328003","57,62989044","471,5188599","583,9500122","154,6545563","199,9499969","102,0724792"
2024-01-29,"254,7299957","120,1755981","7,849999905","186,9100037","55,61008835","27,75","33,47917938","62,44729614","30,84545517","17,09000015","90,8407","71,25","22,39999962","0,0522","20,59000015","496,7931519","84,56817627","42,09000015","40,21994019","35,31999969","4927,930176","167,0800018","44,06040192","155,414566","176,620697","58,90106964","469,9548035","575,1300049","155,6364288","193,7599945","101,108139"
2024-01-30,"254,25","121,0395966","7,829999924","182,7400055","55,80948257","26,25","33,7544899","62,7562027","30,66818047","16,73999977","87,44168854","69,16000366","21,38","0,0521","19,73999977","491,2595825","85,61077881","41,65999985","40,88432312","33,95000076","4924,970215","168,5899963","43,02124405","156,2218475","177,7704468","59,42506409","466,7436523","573,3499756","157,492157","194,7700043","103,1745758"
2024-01-31,"249,0599976","121,1587677","7,739999771","179,4600067","56,08863068","25,86000061","32,67293167","61,50956345","19,11590958","16,09000015","88,70800018","66,5","20,05999947","0,0522","19,43000031","477,3506165","83,56493378","41,38000107","40,68600082","32,54999924","4845,649902","174,5800018","42,53630066","157,9644318","179,9029236","59,33773422","484,7939148","588,4699707","157,6492615","197,4100037","103,0860214"
2024-02-01,"252,6999969","126,7499542","7,519999981","182,5399933","57,20521927","25,79999924","31,86667633","63,0091362","16,98863792","16,32999992","88,3748","69,27","19,52000046","0,0522","19,84000015","473,5254822","84,6272","41,5","42,89730072","28,12","4906,189941","174,9900055","42,54619598","159,3329163","180,8069916","59,38624573","482,6996765","583,5599976","158,1107483","191,9700012","102,1807175"
2024-02-02,"256,99","128,8156128","7,22","181,1100006","57,54418564","26,56999969","31,11941719","66,14125061","17,84545708","17,02000046","88,17481232",68,"16,85000038","0,0523","19,79000092","469,7754822","84,5681839","41,36999893","44,17648697","26,51000023","4958,609863","174,7299957","42,54619598","158,2991791","180,1878967","58,9107666","480,4159851","587,6500244","157,3154449","199,3999939","102,5841675"
2024-02-05,"257,4700012","126,1540909","7,22","178,6900024","57,6139679","26,95000076","30,7261219","69,3124","15,95454693","16,71999931","81,64334869","65,66999817","14,39000034","0,0522","18,98999977","466,7832947","84,1649","40,01","42,98654938","25,28000069","4942,810059","173,5399933","42,28887939","158,4862366","180,2763214","58,55173492","485,7113953","601,6699829","156,4121246","199,7299957","102,3676834"
2024-02-06,"259,4599915","130,1066437","7,650000095","181,3999939","58,25201797","27,20999908","31,74868774","68,20366669","12,409091","21,87","80,77692413","67,37999725","14,27000046","0,0523","20,06999969","471,8301697","84,804245","41,22999954","42,89730072","26,70000076","4954,22998","173,1600037","41,55651855","159,0474091","181,1902466","58,60995865","482,6896973","596,4799805","157,1485138","202,0399933","102,6530457"
2024-02-07,"265,4700012","131,5863647","7,829999924","182,7100067","58,91001129","26,64999962","31,49304581","70,0791","13,23636341","23,60000038","87,30839539","76,18000031","13,06","0,0523","20,01000023","486,9934692","85,6206131","41,27999878","43,39310837","26,54999924","4995,060059","176,7599945","42,60557556","158,8800507","182,8411713","58,24121857","488,7829285","602,9199829","156,0586243","201,8800049","102,8498535"
2024-02-08,269,"129,8186493","7,679999828","186,1000061","59,03971863","26,44000053","31,45371628","69,62125397","12,37954617","24,51000023","89,10787964","75,51000214","14,26000023","0,0523","20,38","484,0437622","86,45665741","41,61999893","42,54032516","28,38","4997,910156","178,2200012","43,36763","159,6085663","182,0845032","57,76573944","500,9194336","619,3400269","155,9702759","202,6399994","104,1487579"
2024-02-09,"270,980011","131,2586365","7,539999962","188,9499969","58,47097397","27,70999908","31,3357296","72,11255646","14,47727299","24,38","99,5716","77,76000214","14,64000034","0,0524","20,60000038","478,9119873","85,65995026","42,33000183","42,86755753","29,02000046","5026,609863","177,5800018","45,13915253","157,3638916","183,4504547","58,03744125","496,8207703","615,8300171","156,6674042","188,1399994","102,6924133"
2024-02-12,"266,7099915","127,6238785","7,710000038","189,3600006","58,70047379","27,76000023","32,0142","72,2275238","14,44772816","25,04999924","105,9030838","83,30000305","15,03999996","0,0523","21,10000038","478,9904175","87,056633","43,02000046","42,45108032","29,76000023","5021,839844","174,1199951","42,71443939","157,4918823","185,2881012","57,75603867","488,8726807","598,5","156,4317474","180,7400055","103,9519577"
2024-02-13,"264,4500122","127,0280304","7,239999771","184,1300049","61,84353638","26,25","31,1686","72,10755157","13,70146084","24,01000023","98,10531616","76,55000305","13,93000031","0,0525","19,90999985","465,3329773","86,98778534","41,61999893","43,829422","27,79000092","4953,169922","173,5099945","44,05050278","156,8716431","186,2511444","57,78514481","494,726532","597,6900024","156,6772308","176,5399933","105,0638962"
2024-02-14,"270,8399963","127,7827835","7,260000229","185,8300018","63,24045181","26,35000038","30,92276955","73,87905884","13,85071373","25,19000053","103,7037125","82,61000061","14,53999996","0,0523","20,65999985","469,2985535","86,8894","42,83000183","43,89883423","28,55999947","5000,620117","176,8200073","45,67357635","156,4089203","184,619873","57,67840576","510,7822876","608,5100098","157,7081757","178,6499939","105,6543121"
2024-02-15,"272,7900085","130,5933","7,369999886","189,5599976","63,13069534","26,10000038","31,45371628","72,6374054","14,71638393","25,40999985","101,5709839","86,94000244","14,52000046","0,0523","21,61000061","485,9187622","91,73847198","42,83000183","45,00944901","28,02000046","5029,72998","175,3500061","43,54576874","157,0488586","184,9638062","57,75603867","504,5594482","604,8200073","157,4430847","175,3399963","106,6481781"
2024-02-16,"269,7999878","130,2556305","7,360000134","190,0099945","62,6816864","25,63","32,0142","72,59241486","14,62683201","24,44000053","97,37218475","85,05999756","14,85000038","0,0524","21,03000069","493,8401489","95,34822083","41,99","45,1978569","26,88999939","5005,569824","171,9600067","44,39689255","158,7323456","185,0325928","58,45470047","482,2608643","600,9299927","158,6213379","177,7700043","107,2779465"
2024-02-20,"267,7000122","130,8912048","7,380000114","191,8500061","62,97104645","25,28000069","31,41438866","69,43231201","13,99996662","23,39999962","101,970871","84,41999817","12,80000019","0,0524","20,48999977","487,0359192","94,77774048","43,45999908","45,76307678","25,29999924","4975,509766","175,3899994","44,77297211","160,2189789","186,5557861","58,70699692","498,3764954","611,0800171","158,9944305","177,5399933","106,5891342"
2024-02-21,"263,730011","130,4939575","7,340000153","189,6600037","63,38014603","24,5","31,85684586","67,4529","13,43280506","22,73999977","101,7709351","74,13999939","12,85000038","0,0524","15,64000034","497,2928772","95,86951447","44,04999924","45,79282761","25,45000076","4981,799805","176,5599976","42,78371811","158,6043854","188,0691528","59,30861664","494,2079773","609,4500122","159,3577118","169,4799957","107,7797928"
2024-02-22,"271,5400085","132,4702301","7,440000057","192,6600037","64,9167","24,26000023","31,04075813","78,51573944","13,79101181","23,59000015","105,1033173","69,93000031","11,88000011","0,0525","15,21000004","510,6988525","96,7449","45,26","47,2207489","25,28000069","5087,029785","178,75","42,30867386","156,7436676","184,7181396","59,17657471","490,4782715","613,0100098","158,5722351","162,5","109,688797"
2024-02-23,"270,6300049","133,0661163","7,559999943","193,4700012","65,72496796","23,73999977","31,29640007","78,7947","13,49250603","22,96999931","109,3021088","67,35","11,47999954","0,0526","14,5","510,0259094","95,43673706","45,51","48,21236038","23,77000046","5088,799805","174,4199982","42,19980621","155,729599","187,007843","58,57013702","482,7695007","605,8800049","158,454422","163,5700073","109,4919968"
2024-02-26,"271,5899963","132,3014221","7,630000114",196,"65,715","24,38","30,82444572","79,06958771","13,16414738","23,55999947","119,4991989","67,08000183","12,51000023","0,0526","14,78999996","509,6567993","95,958","44,97000122","48,34127808","25,56999969","5069,529785","174,4799957","42,26908875","154,3315887","189,3269958","58,81467056","495,6141052","618,3900146","158,2874908","173,8000031","110,5055389"
2024-02-27,"271,8200073","154,6859741","7,650000095","200,7799988","65,82475281","25,36000061","31,28656578","78,6787","13,99996662","24,53000069","116,100174","69,33999634","13,22000027","0,0525","15,15999985","518,43396","95,48591614","44,90000153","50,55258179","25,96999931","5078,180176","175,8999939","41,61589813","153,7901306","190,4374542","58,9124794","494,8760986","620,7399902","158,8962402","171,3200073","111,2829132"
2024-02-28,"309,2200012","169,6520844","7,489999771","199,3399963","66,613","26,10000038","31,12924957","77,641","13,55220699","24,42000008","108,5689926","65,55999756","13,84000015","0,0524","15,09000015","503,7900696","95,80066681","44,76","52,5754776","25,54999924","5069,759766","178,1499939","41,76435089","153,3470917","192,9335022","59,42110443","504,1306152","627,6900024","159,0533447","175,6600037","111,1845093"
2024-02-29,"307,3699951","167,2884979","7,400000095","200,6799927","66,40348053","25,46999931","34,56074142","79,0896","14,29847431","25,07999992","100,238","67,16999817","14,22000027","0,0525","15,07999992","515,7892456","96,62686157","45,49","54,08273315","26,02000046","5096,27002","178,1499939","41,98207855","153,3372498","195,616272","59,14723206","506,3644714","622,710022","158,925705","172,8200073","111,6765137"
2024-03-01,"314,25","168,8179","7,53","200,8099976","66,85248566","27,04999924","33,85281372","82,25567627","10,59698963","24,93000031","99,90479279","67,87999725","15,93000031","0,0523",15,"512,6134033","97,7088089","44,84000015","54,04306793","28,43000031","5137,080078","178,8699951","42,13053131","152,8253021","193,2184906","59,16679382","508,1794434","628,0100098","158,7293243","170,8300018","111,6765137"
2024-03-04,"319,8800049","174,7764893","7,199999809","203,3300018","67,64073944","25,77000046","31,48321533","85,21282959","8,149234772","24,04000092","103,6370621","67,05999756","15,59000015","0,0524","14,72999954","503,6328735","99,33171082","44,13999939","56,5122","27,45999908","5130,950195","179,7100067","41,39817429","152,8154602","191,449646","59,07876205","501,6374817","627,460022","157,2859802","172,6300049","112,8179855"
2024-03-05,"315,1000061","175,5511017","6,909999847","204,9199982","67,81036377","24,95999908","32,89907455","85,94366455","9,611917496","23,80999947","100,437973","67,61000061","14,48999977","0,0523","14,39000034","496,2369995","100,836586","43,74","58,39625931","26,45999908","5078,649902","178,3000031","41,55651855","153,3569489","192,3438721","59,21570206","494,5270996","629,2399902","157,6394501","177,6699982","111,9717255"
2024-03-06,"314,9700012","178,7389679","7,070000172","208,1799927","68,6286","27,80999947","33,00722885","88,67901611","10,32833481","26,15999985","97,57213593","70,36000061","15,10999966","0,0524","14,57999992","486,3299255","102,5775223","44,06999969","60,38941193","27,70999908","5104,759766","179,8300018","43,31814575","155,513031","196,0683289","59,69498062","492,502655","613,5300293","159,6621094","179,8300018","113,1328735"
2024-03-07,"315,1300049","178,692215","7,150000095","206,9600067","69,22723389","28,38","33,05638885","92,6471","10,92534733","26,45999908","91,3739","75,26000214","14,60000038","0,0524","15,35000038","491,6272278","103,0103073","44,11999893","61,16287231","29,03000069","5157,359863","180,3800049","43,71401215","155,7394562","196,8348236","59,84169769","484,2453918","607,3300171","159,3086243","175,7899933","114,382576"
2024-03-08,"312,7900085","169,7267761","7,099999905","204,8200073","67,59085083","27,60000038","32,20097351","87,5073","10,20893192","26,04000092","90,37419128","75,72000122","13,5","0,0524","15,42000008","500,1723328","102,1250839","43,29999924","59,98284912","27,97999954","5123,689941","180,9700012","44,06040192","155,3358002","195,4983521","59,35263443","489,9995422","614,3099976","157,6688995","175,2200012","115,1205902"
2024-03-11,"310,9299927","167,0799103","7,139999866","203,5800018","64,85688019","27,71999931","32,11248398","85,75370789","9,701469421","25,35000038","91,70713806","74,48999786","14,56999969","0,0524","15,59000015","508,4554749","102,8824387","42,88999939","57,5633049","28,06999969","5117,939941","180,6900024","43,48638535","155,2865753","195,4197388","58,83423233","496,0030212","614,210022","157,6590881","166,6300049","117,3740005"
2024-03-12,"311,3699951","167,5376434","7,320000172","209,3399963","65,9245224","28,43000031","32,09281921","91,8913","10,26863289","24,70000076","93,7732","72,13999939","14,46000004","0,0525","15,36999989","515,805542","103,8168411","42,16999817","59,69528198","28,95999908","5175,27002","182,4100037","39,91366196","151,8703308","194,8694305","58,5212326","505,3472595","630,0800171","153,3192139","168,3800049","117,3936844"
2024-03-13,"306,7799988","167,0301666","7,070000172","206,5","65,48550415","28,75","31,91583824","90,86650085","11,19400406",25,"96,10588074","67,85","14,71000004","0,0525","15,14000034","525,9549561","104,6725464","43,04000092","60,6472","27,56999969","5165,310059",180,"39,31985092","150,1376038","193,3867645","58,00281906","509,5157776","617,1400146","152,631897","171,1100006","117,8069687"
2024-03-14,"306,4299927","163,8260803","7,070000172","201,5500031","65,35578156","28,45999908","30,73230934","87,9232","11,19400406","24,43000031","89,17453003","64,56999969","14,26000023","0,0525","14,84000015","537,8525","103,9053574","42,84999847","62,58088303","26,03000069","5150,47998","185,0700073","38,31038284","150,0292969","195,1659546","58,20822906","525,890625","636,1799927","153,2701111","164,8999939","119,4306107"
2024-03-15,"307,6499939","164,7017365","6,889999866","201,5700073","66,09415436","27,73999977","30,94928741","87,81621552","11,64176369","23,48999977","92,0404","61,56000137","12,94999981","0,0525","15,11999989","545,6052","104,2299423","43,61999893","61,04387665","26,07999992","5117,089844","185,1900024","37,58791733","149,241684","196,1840363","57,97348022","517,822876","628,4099731","153,2111969","172,9799957","118,6237106"
2024-03-18,"308,4500122","168,0053101","7,130000114","205,8999939","66,5930481","28,94000053","29,69672203","88,4340744","10,8357954",24,"97,03894806","62,70000076","12,69999981","0,0525","15,11999989","546,7872314","105,5971222","43,54999924","61,9561615","25,04999924","5149,419922","185,6699982","37,93430328","149,9308319","194,8694305","58,41363525","515,4793701","618,2000122","153,8199768","176,8800049","119,2436371"
2024-03-19,"312,1300049","171,5576782","7,329999924","206,6600037","67,02210999","28,37","29,9531517","89,37686157","10,4775877","23,79999924","88,50804901","62,25","12,55000019","0,0524","15,02999973","551,9928589","107,3183823","43,90999985","63,3641","24,81999969","5178,509766","185,9499969","36,81597137","147,87323","193,2088623","57,63113403","518,4012451","618,5800171","154,3894653","171,7599945","120,2473373"
2024-03-20,"314,2799988","174,8413696","7,510000229","208,9700012","67,38131714","30,5","30,31807327","90,35062408","10,71639347","24,56999969","89,04122925","65,44999695","12,59000015","0,0524","15,40999985","553,8917236","107,2888718","45,97999954","66,41891479","27,23999977","5224,620117","189,0500031","37,24153137","146,4850616","193,1693115","57,75828934","521,7220459","628,7800293","153,0148315","174,6000061","119,843895"
2024-03-21,"316,0899963","173,2691803","7,25","176,7899933","67,5309906","31,39999962","29,48960304","91,41336823","11,07460213","24,48999977","91,17395782","66,73","12,59000015","0,0525","15,27999973","556,5632935","109,1871796","46,63000107","68,0309","27,97999954","5241,529785","186,1300049","35,32155609","145,2347412","180,6755371","57,00513458","510,4930725","622,8300171","152,5140686","171,0500031","118,4465866"
2024-03-22,"316,3200073","177,3588562","7,429999828","170,9900055","67,95005798","31,56999969","29,64740753","94,2667","10,56713963","24,18000031","87,30839539","64,69999695","11,88000011","0,0524",15,"551,9502563","109,0789948","46,47000122","68,74730682","27,29999924","5234,180176","183,6199951","35,93515778","145,3036499","180,7743835","56,86819839","498,8551941","607,1500244","152,631897","161,4799957","117,7676086"
2024-03-25,"315,4700012","186,3342438","7,320000172","173,8800049","67,2117","31,19000053","29,35152435","94,97952271","9,940275192","24,51000023","86,84185791","64,02","11,85000038","0,0523","15,07999992","564,6173096","109,7773285","44,88999939","70,8468399","27,45999908","5218,189941","183,3200073","35,88566971","142,2122955","178,7085571","56,7899437","498,3864441","617,5200195","153,1228485","157,1100006","116,7934341"
2024-03-26,"319,1400146","184,4934","7,449999809","178,0500031","67,50104523","31,35000038","29,1937","92,53910065","9,55221653","24,88999939","87,241745","63,43000031","11,52000046","0,0522","15,05000019","549,76","108,8330917","45,41999817","67,5532608","26,93000031","5203,580078","181,2799988","35,31166077","142,5273438","177,9968872","57,23009872","492,8118591","613,6900024","154,1145325","155,4499969","116,7343826"
2024-03-27,"315,6400146","183,9759674","7,809999943","183,8600006","67,93010712","32,70000076","29,1937","90,22864532","9,9701","24,51000023","86,97515869","69,69000244","12,15999985","0,0522","15,27000046","566,067749","109,226532","47,24","67,96123505","28,57999992","5248,490234","179,2200012","34,67826843","143,4823151","179,1533508","57,62135315","500,4208679","610,5599976","155,4357605","149,9299927","116,6261368"
